comments	hate
ㅅㅂ 언덕이 70도는 되보임 ㅋㅋㅋ	1
진짜 멋있다 ㄷ ㄷ	0
용기내주셔서 감사합니다	0
어허 팩폭 너무 잘하시네요 더해줘요	0
태희 언니 올해 컴백한다고 소속사 대표가 그러던데 보고 싶다. 이전보다 훨씬 감정이 풍부해 졌다고 최근 화보인터뷰에서 그랬던데.	0
근데 밈이 먼뜻임	0
무기징역으루 깜빵가면 완전히 잊혀지기는 할 듯	0
제이 제미어	0
감동적이였어요. 뒤에 후세랑 소녀가 어떻게 됐는지 부분이 열린결말이라 그렇지ㅜ.	0
헐 반성문이라니 키워준 국가 확실히 공산당이 맞구나~시켰것지~콩산당이	1
한남과 결혼하면 비극뿐이야!!!!!!!!	1
매니토바 시베리아 촌구석 같은 곳임	0
마리사토메이의 매력.	0
내가 너를 고소하고 싶어 정국아 진짜 존나 패고싶다 생각이없니? 국뽕으로 뭘하든 오냐오냐 해주니가 뭐든 니 멋대로 해도 되는것 같아? 공항에는 꼬박꼬박 마스크 끼고 오는놈이 놀러다닐땐 마스크도 안쓰고 진짜 서운하다 정국아	1
박나애 송가인 화사	0
무슨 일뽕 타령이야 걍 롤린롤린이 똥싼멤버 없이 안무에서도 개개인의 모습 잘보여줘서 누구한명 독보적으로 높을거 없이 골고루 인기 많았구만	1
재밌는데 신선하고 연기좋고 대만족	0
암 가족분들힘내세요 하이팅입니다	0
사람에겐 싫어할 권리도 있다 왜 모든이가 널 이해해줘야 하는거냐? LGBT를 싫어할 권리도 있다 이해해주면 깨시민인줄 아는 사람들하고만 지내면 될것을 왜 이해하라고 강요하니?	1
역시 연예인이랑 운동선수는 걸러야됨	1
그해 여름 뜨거웠던 소녀들의 슬프고 아름다운 이야기. 오랜만에 가슴이 먹먹했어요-	0
나는 저 녹취보는순간 이국종의 의사가 아니라 정치인이란 느낌이 빡듬 의사들사이에서도 이국종 평판안돟음	0
힘내라 힘 꽃길만 걷자 준희양 엄마가 하늘에서 보고계시니 꼬옥 힘내라	0
마티스트 봉감독..크크	0
이새끼 위장홍어다 ㅁㅈㅎ줘라이새끼 위장홍어다 ㅁㅈㅎ줘라이새끼 위장홍어다 ㅁㅈㅎ줘라이새끼 위장홍어다 ㅁㅈㅎ줘라이새끼 위장홍어다 ㅁㅈㅎ줘라이새끼 위장홍어다 ㅁㅈㅎ줘라이새끼 위장홍어다 ㅁㅈㅎ줘라이새끼 위장홍어다 ㅁㅈㅎ줘라이새끼 위장홍어다 ㅁㅈㅎ줘라이새끼 위장홍어다 ㅁㅈㅎ줘라이새끼 위장홍어다 ㅁㅈㅎ줘라이새끼 위장홍어다 ㅁㅈㅎ줘라이새끼 위장홍어다 ㅁㅈㅎ줘라이새끼 위장홍어다 ㅁㅈㅎ줘라이새끼 위장홍어다 ㅁㅈㅎ줘라이새끼 위장홍어다 ㅁㅈㅎ줘라이새끼 위장홍어다 ㅁㅈㅎ줘라이새끼 위장홍어다 ㅁㅈㅎ줘라	1
마이 시스터즈 키퍼와 같은 영화..	0
무슨 오해가 있었겠지...	0
전부 러시아임?	0
완전 젬씀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 제크로무 받음ㅋㅋㅋㅋㅋㅋ	0
내가 제일 사랑하는 중국영화 액션과 로맨스의 공존 이영화 4번은 봤나,,	0
쓰리데이즈 작가님, 출연진, 제작진. 모두모두 감사합니다. 간만에, 여러가지 생각할 수 있는 괜찮은 드라마를 봅니다	0
이렇게 기사 떠도 음모론 믿는 새끼들은 성노예 같은 자극적인 얘기만 쳐믿ㅈㅣㅋㅋㅋㅋ 진짜 덜떨어진 새끼들 같애	1
방관한 우리가 살인자임.그수많은 악플속에서선플하나 남겨두지 못했다.하늘나라 간후에 이리 추모하면 다인가...너무 죄습럽다.	0
응 개노잼	0
반담의 매력을 볼 수 있는 것 외에 영화자체 스토리나 연출도 탄탄하고 지금봐도 재미있음.	0
태국 가서 머했을까...궁금궁금	1
뇌가 우동사리	1
으 ;;;;;;;;;;	0
부인 과거그도 쿨하게~ 사랑한다고 하면 더 멋진 남편이 될테고, 그리고 과거가 뭐가 중요해?? 현재 수백억을 가진 자산가인데.,.! 진짜 속좁은 남편, 과거까지 미화시켜야 되는 한남 클라스.	1
안동에 왜 가셨니껴?집이 안동이니껴?식사는 맛있게 했니껴안동에 마사지는 어떠니껴아 ㅅㅂ 한우 보고 한우먹으로 나가야겠다	1
존못... ㅠㅠ	1
천사같애 내이상형❤️	0
좋아보이네 부부는헤어져도 천륜은못끊는가보다	0
이상엽이는 평생을 바쳤는데..여자는 돈많은사람이랑 엮네. 이러니김치소리듣지	1
엄마랑 피노키오의 모험을 받는데 재밌고,즐거웠습니다. 꼭 보세요.	0
니가 한말 보여준게 뭔 돌려해석이얔ㅋㅋㅋㅋ 정신많이나간듯ㅋㅋㅋㅋ	0
송혜교가 김남주가 될수 없는 이유?미모로만 승부수 띄우지 말고,연기로 거듭 나시길~이젠 멜로 그만!!!	0
대구 동성아트홀에서 봤는데 마음이 참 따뜻해지는 영화네요...	0
글쎄 두고봐야지 사람은 모르는거다	0
솔루션 해봤자 열에 아홉은 되돌아간다. 원래 장사 안됐는데 방송 때문에 호기심으로 사람이 많이 오면 정성 들여서 요리 하기 힘드니까 처음 처럼 인스턴트 식품 마냥 쉽게 요리할려고 하니까	0
아놔 주식 신발에 걸리겠네	0
김생민도 보고싶어요 ㅠ	0
저런거 조롱하는 놈들 대깨문이던데 좌좀 빨겡이들 ㅋ	1
이만희 한티 가서 따져라 ㅋㅋㅋ	0
결헌식 꼭 하고 축하 받으세요	0
정몽준은 통계에서 빼고함	0
김치년들이 문제야	1
[이게 쓰고 안쓰고 했다는 증거이면서도 안일한 대처라고 취부하면 메뉴얼 삭제는 아니다 하기 어려우니 애매한..]	0
하 지금도 이쁜디 더이뻐지믄 우케요 ㅋ 지방을 들어내셨다니 축하 하드레요 응원 합니다	0
오늘 우연히 보게 되엇어요 너무 감동적입니다 ..배우가 폴워커 라니 먼가 더 슬프고 감동적이네요 ....	0
용접공이 뭔 산업역군이노 ? 솔직히 공부 못하고 할 거 없으니가 직업훈련소 같은데가서 그거라도 배워서 입에 풀칠하는거지 조선소에서 조금만 일해봐도 용접공새끼들이 얼마나 개새끼들인지 알게되는데 범죄자새끼들도 존나 많고 교도소에서 용접기술 배워와가지고	1
체코의 데이앤나잇에서 영원히 기다리고 있을 것 같아요..	0
신천지 봉쇄 안하기, 	0
30	0
오랜만에 생각나 다시 본 1人으로 99年 작품이나 충분하게 만족합니다.	0
방송보고 진짜 나이어린데 배울점많다 했는데 실제로 촬영장근처 편의점에서 보고 깜놀 4가지 완전없....방송하고너무달라서개놀람	1
넘제밋어요ㅋㅋㄷㄷ오ㅢ?우	0
음악과 화려한 색감이 장악하는 영화. 창의적인 살인들... 아르젠토 최고작	0
역시 고상한척하면서 트위터에 야짤올리는건 뭔가	1
Godfather Trilogy. 대부1,2,3.	0
빨간머리앤에서 매튜 할아버지셨구나! 감명깊은 영화네요	0
에린이 초반에 타던차 현대자동차 프레스토 네요. 보면서 추억이세록세록	0
국제시장은 정말로 꼭~ 봐야하는 좋은 영화이다/^^&	0
마리옹 꼬띠아르, 마리옹 꼬띠아르, 마리옹 꼬디아르!!!	0
이야 현명하네 받을수 있는거 받아야지 씨발	1
존나 못생겼다	1
이성경님 캐스팅은 좀 아쉽습니다	0
거짓말아니고 소방관들 저런거 존나 흔하다내가 입 털어도 몇 명 구속되겠네개방관들 진짜 개새끼들임	1
경영 생각하면 고기값 싼  고기라도 따로 더 구워서	0
걍 조용히 나대지말고 결혼하지..노총각 노처녀가 결혼하는게 뭐 자랑이라고..건모성격에 굉장한 이벤트를 벌인다면 눈요기감은 될런지..쩝	1
잘생긴애들이 99의 여자 다 따먹고 다니는게 맞는 모양이네 솔직히 부럽다 나는 돈주고도 그정도 따먹기 힘든데 ㅠ	1
젊은 아줌마들 저런사람 많다 악랄하지	0
보고 싶네요. jkbbsb@naver.com	0
목줄이 너무 타이트하잖니?	0
멜로 영화의 표본 교과서다! 의리!!	0
아직도 멀었네요. 전에 이슈화가 됐었는데 다시 묻힌건가요? 아니면 유사사건이 또 일어난건가요?	0
권상우 참 잘 생겼네 김희원? 이름도 희한하네 저놈 저거 인상 참 더럽게 생겼어 미생에서도 살인 충동 생기던데	1
너무그러지 말아요 개리가 범죄를 저지른 것도 아니고 뭐 마약한 애들도 다 나오는데요 뭘 그리고 런닝맨멤버들한테는 미안해하겠지만 우리가 왈가왈부 할 수 는 없는듯 .....	0
송창의 이유리나오면 짠해죽음 ㅠㅠ	0
레고로 만든것처럼 생겼노	0
페미랑 결혼하고 싶다 맨날 괴롭혀서 정복감 느끼고 싶음	1
아름다운 영화	0
아니 뭔 30~40대 김치들은 드라마만 쳐보나 ㅋㅋㅋ 아무튼 쓰렉이족속	1
지방것들이 왜 서울 품평하냐?	0
빠심때문에 ㅂㄷ거리면서 댓글다는거 구경하기 개꿀잼이네 진짜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
pornhub에 코스프레하고 떡치는거 있다 	1
절대농지로 농사만짓게 했으면 정부가 당연히 책임을져야지	0
베트남겨울에도 따셔서 파리모기 벼룩파리 초파리 날라다니냐 ?	0
재밌었닾 하하 호호 전율	0
요즘은 이런 영화가 없는게 아쉬워서 다시 찾아 봤어요, OST도 전부 좋았고 특히 케니지의 다잉영은 최고네요.	0
쳐 웃기는	1
와 아니나 다를까 제목보고 예상했는데 댓글 계집년들 악플 처갈기고 있었네 ㅋㅋㅋㅋ 반대로 9살 연상 신부였으면 이년들 보나마나 미친듯이 빨아줬음 ㅋㅋㅋㅋㅋㅋ	1
박한별 너무 이뻐~	0
커피, 그의 순수함이 아름다웠습니다..	0
O ㅁO!	0
정은채 아니었음 좋겠다	0
말 좀 생각해보고 해라 악플러들아 다 본인에게로 돌아간다	0
완벽그자체다완벽해진짜	0
솔직히 슴가 다 까고 궁뎅이 살 다보이고 노출 과하고 싼티 나보이는건 맞지. 하지만 므흣할뿐ㅎㅎㅎ	1
고덕 신축에 7억8천 분양가 들어갔고	0
칼쓰는애 고르는법일걸	0
넘 구여운 쥐들?잼나게 봤네요	0
딱봐도 문재앙이 일 덮을라고 터뜨렸네 더럽다 문재앙ㅉㅉ	1
스페인 광장에서 cf 찍을때 드라마 하버드 찍을때 미모가 절정이었다. 그러더니 점점 예전에 양준혁이랑 부부예능 찍었던 탈북한 여자 닮아가더라.	1
김소은송재림 대박간만에 안답답하고 재밌는커플보겠네박세영 우영 너무빨리끝난듯ㅠㅠ송재림이랑김소은은좀길게해주세요	0
하시시박 참 수수하고 매력적이에요. 성형으로 다 똑같은 얼굴들만 보다가 너무 신선하고 예뻐요	1
아 발 좋아하는 사람 개 웃겨 ㅋㅋㅋ 그리고 롭 슈나이더 ㅋㅋㅋㅋㅋㅋ	0
음식도 빵제과류 외엔 맛도 없드만.	0
워너원이 나와야지. .	0
휴그랜트최고ㅜㅜ	0
너무 나도 친절한 진!	0
전현무가 감당할수가 없지... 너무 성격이 세 감당못함	1
진짜진짜 좋아요! 최미자씨 다시 보고싶어요 ㅠ 지피디씨, 아니 지현우님씨도..	0
너무 재미있어어요ㅎㅎ 정글피쉬3기대중 ㅎㅎ	0
노잼 지들 인생살이 이야기 들어야하나	1
헐..저할머니 드라마에서 마니 봤는데 결국 돌아가셨구나ㅜㅜㅜ삼가고 인의 명 복을빕니 다	0
친구끼리 안그러나? 반응이 과하네 두분 잘어울려요	0
줄서는 이유를 모르겠네 내 평생 줄서서 먹은가게치고 맛난집을 못봤다	1
비타민이중요하냐 3대영양소가중요하지  탄수화물지방은 서로어느정도상호작용한다쳐도 필수아미노산은어쩔건데?	0
와나... 이거 평점 왜이리 낮아? 내가 원작 안보고 봐서 그런지 몰라도 간만에 10점짜리 대박영화 봤다... 소재참신, 스토리진행 굿, 긴장과 몰입도 굿. 게다가 소름 3번돋음. 라이토 과자봉지, 라이토 마지막계획, 마지막 L의 과자봉지. 개강추!!	0
과거 마지막 승부에서도 농구못하는 손지창이 주인공이라 너무 어색했음. 박형준은 정말 잘했음. 당시 중대 동호회 농구 주전이었음	0
캄파 키노 아옼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
이거보면 옛날사람들 말이 틀린게없어.그짝애들하고 상종하면 안되.언젠가 뒷통수치거든 그것도 절묘할때.	1
정신지체장애 국가공인 1등급	0
강타 지디 영웅재중 탑 방탄 동해 이특 시원 애들만 잘생기고 비쥬얼좋음	0
세상에 둘도 없는 예쁜 커플	0
https://en.wikipedia.org/wiki/Iran 지금 이란은 5500달러. 근소하게나마 ㅅㅌㅊ	0
레즈인게 문제가 아니라 성룡 내연녀에, 불화 자퇴 가출이 문제인것같은데...	1
마지막5분 angeles	0
불쌍한 스텝들 ㅜㅜ고생하겠네	0
근데 김지석은 나올 짬밥이 아닌데	0
담배부터 끈으세요	1
대런 아로노프스키의 비범함	0
성질드러운깜둥이년나왓네 이년이 성격만좋앗으면 제1의 한현민이엇을건데	1
다 좋은데 박수홍 엄마좀 안나왔음좋겠다 ㅠㅠ	1
윤상현 짱♥♥♥♥♥♥	0
병신새끼들 ㅋㅋ 조센은 뭐 깨끗한줄아네 짱퀴벌레랑 동급이면서	1
전두환 우표가 제일 싸더라	0
당연히 사과하는게 맞지. 공개적으로 팔로우사실 공개해서 전국구로 망신준게 분명 무슨 의도가 있다고밖에볼수없음.. 게다가 장성규 유부남이잖아? 이게 대놓고 작정하고 욕먹이려고 한게 아님 뭐임?	0
기안 빠는 한남 = 한냄퇘지 쿵쾅이들	1
인도는 왜 저모양이냐	1
이명박탈옥ᆞ방씨일가 패륜 사건 물타기	1
내 글을 유일하게 이해한 새끼가 나타났네	1
이런 역사 애기 가 좋다 보고싶다 ㅠㅠ	0
우익사쿠라 한국에서 꺼져줘~	1
영화속 도어즈의 음악들이 마음을 쿵쿵울려줄거라고 장담함..음악에 10점.	0
흑발미녀???장난똥때리냐?????마녀란 말도 아깝다!!!	1
연기가 개차반이면 어때 이뿌면 장땡이지..ㅋㅋㅋㅋㅋㅋㅋ	1
나랏님없는 곳에선 욕도한다는데...~씨 정도야...그래도 개그선배들한테도 ~씨 할 정도라면 이해한다...그냥 개그였거나 대통령문재인씨라고 했다면 존칭에대한 착오였겠지...	1
이윤성 하고 윤소이 섞어놓은듯이뻐요이쁜사랑하세요	0
옥주현 뮤지컬계 원탑	0
보고느낀것레미본야스키 사진씹간지최홍만 브록 경기존나기대햇엇는데 김민순가누구로 대체대서 노무아쉬었던기억홍만이 타이슨은언제만낫누	1
UFO가 이렇게 놀라운 것이라고 나는 생각하였다나에게 가슴 설레게 만들어준 영화	0
쨩 ♥	0
재밌또 재밌또 재밌또♥	0
누구긴 누구야 너지 씨발아 ㅁㅈㅎ	1
한인타운 애들 다갔나 보군	0
하승진은 항상 권투 10라운드까지 간 선수 얼굴을 하고있다.	1
신혜만 보인다 넘 예쁘고 엠마 와 진짜 신비그자체두주연땜에 본다많이 나오구 진도 좀 나가자	0
벌레들 치료하느라 애쓰시네요.	1
라라라라랄ㄹ랄랄ㄹㄹㄹㄹ	0
재미있게 잘 봤습니다....전형적인 로멘틱 코미디영화~재밌어요~	0
블레이드러너에서 일본여성이 기모노입고 대형 광고판에 등장히는 장면 진짜 유명하지 ㅎㅎ저기도 있네 일본 성장에 대한 두려움을 상징한 장면지금은 폭망했지만	0
ㅇㄴ 씨뱅 마약한것도 성추행한것도 아닌데 무안줫다고 존ㄴ 지ㄹㅏㄹ하네ㅋㅋㅋㅋㅋㅋㅋ 여자연예인이 감히 생글거리지 않았다고 기사 헤드라인까지 비꼬기시전	1
